10/5/2014 17:03:00		KZ2ZZ	7.27
10/5/2014 17:00:00		KD4LIR	7.27
10/5/2014 16:58:00		WA2KKF	7.27
10/5/2014 16:55:00		W3BZN	7.27
10/5/2014 16:00:00		W3LRS	7.245
10/5/2014 15:34:00		K3SI	7.245
10/5/2014 15:31:00		WM4G	7.245
10/5/2014 15:27:00		W3ANJ	7.245
10/5/2014 15:25:00		AD3O	7.245
10/5/2014 15:23:00		KC4ZBD	7.245
10/5/2014 1:18:00		WA3YRE	7.273
10/5/2014 1:12:00		WA2DIY	7.273
10/5/2014 1:03:00		WB2QOK	7.269
10/5/2014 1:01:00		WC2A	7.267
10/5/2014 0:59:00		W8AAZ	7.267
10/5/2014 0:52:00		KB3WFV	7.267
10/5/2014 0:50:00		KU4FX	7.267
10/5/2014 0:48:00		KC4RGE	7.267
10/5/2014 0:46:00		AB1WG	7.267
10/5/2014 0:44:00		KK4PLD	7.267
10/5/2014 0:38:00		KC2WVX	7.267
10/5/2014 0:36:00		KJ4UL	7.267
10/5/2014 0:33:00		AA1LH	7.267
10/5/2014 0:31:00		N2GXJ	7.267
10/5/2014 0:25:00		KC3DGE	7.2
10/5/2014 0:23:00		WA3RSL	7.2
10/5/2014 0:21:00		KC4DHY	7.2
10/5/2014 0:19:00		N1FD	7.2
10/5/2014 0:19:00		KB1IRB	7.2
10/5/2014 0:06:00		KK4EXP	7.233
10/4/2014 23:56:00		KB2AMA	7.233
10/4/2014 23:55:00		N2MUB	7.233
10/4/2014 23:41:00		W3WWE	7.233
10/4/2014 23:23:00		KK4MG	7.233
10/4/2014 23:03:00		W8JNK	7.265
10/4/2014 22:55:00		KB3ZNL	7.265
10/4/2014 22:52:00		N2IEL	7.265
10/4/2014 20:29:00		AA8CS	7.265
10/4/2014 20:24:00		KB3NFM	7.265
10/4/2014 20:16:00		WA1TUT	7.265
10/4/2014 20:05:00		K4DCN	7.265
10/4/2014 20:00:00		WB3BVZ	7.265
10/4/2014 19:57:00		W2UIS	7.265
10/4/2014 19:48:00		KN4AQ	7.265
10/4/2014 19:44:00		AC2KP	7.265
10/4/2014 19:42:00		N8NTX	7.265
10/4/2014 19:36:00		WB8CTC	7.265
10/4/2014 19:34:00		KK4RR	7.265
10/4/2014 19:33:00		K1WMN	7.265
10/4/2014 19:32:00		WB2JDB	7.265
10/4/2014 19:30:00		WB2USA	7.265
10/4/2014 19:25:00		KK4RUI	7.265
10/4/2014 19:22:00		KM4DZG	7.265
10/4/2014 19:18:00		W2GJS	7.265
10/4/2014 19:11:00		KN2CZZ	7.265
10/4/2014 19:06:00		WA4MMS	7.265
10/4/2014 19:03:00		N2BOW	7.265
10/4/2014 18:58:00		KB3ITJ	7.265
10/4/2014 18:54:00		KG8DX	7.265
10/4/2014 18:50:00		WB3JEK	7.265
10/4/2014 18:40:00		KA2STI	7.265
10/4/2014 18:38:00		VE3BQ	7.265
10/4/2014 18:33:00		KD8DMP	7.265
10/4/2014 18:31:00		AB3TY	7.265
10/4/2014 18:29:00		WA3GIN	7.265
10/4/2014 18:27:00		KC1AXJ	7.265
10/4/2014 18:25:00		AC2GI	7.265
10/4/2014 18:23:00		KO4GS	7.265
10/4/2014 18:22:00		W4CAS	7.265
10/4/2014 18:20:00		AA3VX	7.265
10/4/2014 18:19:00		NK2BB	7.265
10/4/2014 18:15:00		KC3ASN	7.265
10/4/2014 18:12:00		NA3H	7.265
10/4/2014 18:10:00		KA3OCS	7.265
10/4/2014 18:08:00		WD8MKQ	7.265
10/4/2014 18:06:00		KD2GXN	7.265
10/4/2014 18:02:00		W3CEI	7.265
10/4/2014 17:59:00		WA2JLW	7.265
10/4/2014 17:57:00		K3VED	7.265
10/4/2014 17:55:00		VE3JMY	7.265
10/4/2014 17:52:00		KJ6GHN	7.265
10/4/2014 17:45:00		K2XU	7.265
10/4/2014 17:42:00		KC2LXD	7.265
10/4/2014 17:39:00		KK4ZUX	7.265
10/4/2014 17:32:00		N3HPL	7.265
10/4/2014 17:30:00		KD8TFZ	7.265
10/4/2014 17:26:00		WB4YZ	7.265
10/4/2014 17:23:00		K4KKT	7.265
10/4/2014 17:21:00		N4IAG	7.265
10/4/2014 17:07:00		W0MPM	7.265
10/4/2014 17:06:00		W4MBA	7.265
10/4/2014 17:05:00		N2HYG	7.265
10/4/2014 17:02:00		W4GMF	7.265
10/4/2014 16:54:00		N3LZV	7.266
10/4/2014 16:51:00		WW2DEM	7.266
10/4/2014 16:49:00		N4KER	7.266
10/4/2014 16:45:00		N1QQZ	7.266
10/4/2014 16:43:00		N8ESS	7.266
10/4/2014 16:36:00		K2NPN	7.266
10/4/2014 16:33:00		K8ARP	7.266
10/4/2014 16:31:00		NV2L	7.266
10/4/2014 16:28:00		WA4UKZ	7.26
